Date,State,TotalSamples,Negative,Positive
4/17/2020,Andaman and Nicobar Islands,1403,1210,12
4/24/2020,Andaman and Nicobar Islands,2679,,27
4/27/2020,Andaman and Nicobar Islands,2848,,33
5/1/2020,Andaman and Nicobar Islands,3754,,33
5/16/2020,Andaman and Nicobar Islands,6677,,33
5/19/2020,Andaman and Nicobar Islands,6965,,33
5/20/2020,Andaman and Nicobar Islands,7082,,33
5/21/2020,Andaman and Nicobar Islands,7167,,33
5/22/2020,Andaman and Nicobar Islands,7263,,33
5/23/2020,Andaman and Nicobar Islands,7327,,33
5/24/2020,Andaman and Nicobar Islands,7327,,33
5/25/2020,Andaman and Nicobar Islands,7363,,33
5/26/2020,Andaman and Nicobar Islands,7448,,33
5/27/2020,Andaman and Nicobar Islands,7499,,33
5/28/2020,Andaman and Nicobar Islands,7519,,33
5/29/2020,Andaman and Nicobar Islands,7567,,33
5/30/2020,Andaman and Nicobar Islands,7567,,33
5/31/2020,Andaman and Nicobar Islands,7706,,33
6/1/2020,Andaman and Nicobar Islands,7805,,33
6/2/2020,Andaman and Nicobar Islands,8086,,33
6/3/2020,Andaman and Nicobar Islands,8295,,33
6/4/2020,Andaman and Nicobar Islands,8413,,33
6/5/2020,Andaman and Nicobar Islands,8694,,33
6/6/2020,Andaman and Nicobar Islands,9037,,33
6/7/2020,Andaman and Nicobar Islands,9242,,33
6/8/2020,Andaman and Nicobar Islands,9341,,33
6/9/2020,Andaman and Nicobar Islands,9859,,33
6/10/2020,Andaman and Nicobar Islands,10010,,35
6/11/2020,Andaman and Nicobar Islands,10226,,38
6/12/2020,Andaman and Nicobar Islands,10697,,38
6/13/2020,Andaman and Nicobar Islands,10955,,38
6/14/2020,Andaman and Nicobar Islands,11356,,38
6/15/2020,Andaman and Nicobar Islands,11518,,41
6/16/2020,Andaman and Nicobar Islands,11809,,44
6/17/2020,Andaman and Nicobar Islands,12239,,44
6/18/2020,Andaman and Nicobar Islands,12622,,45
6/19/2020,Andaman and Nicobar Islands,12930,,47
6/20/2020,Andaman and Nicobar Islands,13320,,47
6/21/2020,Andaman and Nicobar Islands,13434,,48
6/22/2020,Andaman and Nicobar Islands,13511,,48
6/23/2020,Andaman and Nicobar Islands,13723,,50
6/24/2020,Andaman and Nicobar Islands,13994,,56
6/25/2020,Andaman and Nicobar Islands,14277,,59
6/26/2020,Andaman and Nicobar Islands,14583,,72
6/27/2020,Andaman and Nicobar Islands,14851,,73
6/28/2020,Andaman and Nicobar Islands,15094,,83
6/29/2020,Andaman and Nicobar Islands,15410,,90
6/30/2020,Andaman and Nicobar Islands,15709,,97
7/1/2020,Andaman and Nicobar Islands,15982,,100
7/2/2020,Andaman and Nicobar Islands,16278,,109
7/3/2020,Andaman and Nicobar Islands,16626,,116
7/4/2020,Andaman and Nicobar Islands,16832,,119
7/5/2020,Andaman and Nicobar Islands,16909,,125
7/6/2020,Andaman and Nicobar Islands,17095,,141
7/7/2020,Andaman and Nicobar Islands,17381,,147
7/8/2020,Andaman and Nicobar Islands,17643,,149
7/9/2020,Andaman and Nicobar Islands,17852,,151
7/10/2020,Andaman and Nicobar Islands,18046,,156
7/11/2020,Andaman and Nicobar Islands,18315,,163
7/12/2020,Andaman and Nicobar Islands,18447,,163
7/13/2020,Andaman and Nicobar Islands,18609,,166
7/14/2020,Andaman and Nicobar Islands,18884,,171
7/15/2020,Andaman and Nicobar Islands,19061,,176
7/16/2020,Andaman and Nicobar Islands,19227,,180
7/17/2020,Andaman and Nicobar Islands,19421,,194
7/18/2020,Andaman and Nicobar Islands,19671,,198
7/19/2020,Andaman and Nicobar Islands,19904,,203
7/20/2020,Andaman and Nicobar Islands,20301,,207
7/21/2020,Andaman and Nicobar Islands,20642,,212
7/22/2020,Andaman and Nicobar Islands,21043,,221
7/23/2020,Andaman and Nicobar Islands,21310,,240
7/24/2020,Andaman and Nicobar Islands,21743,,259
7/25/2020,Andaman and Nicobar Islands,21965,,290
7/26/2020,Andaman and Nicobar Islands,22049,,324
7/27/2020,Andaman and Nicobar Islands,22548,,338
7/28/2020,Andaman and Nicobar Islands,22925,,363
7/29/2020,Andaman and Nicobar Islands,23217,,428
7/30/2020,Andaman and Nicobar Islands,23615,,471
7/31/2020,Andaman and Nicobar Islands,24038,,548
8/1/2020,Andaman and Nicobar Islands,24308,,636
8/2/2020,Andaman and Nicobar Islands,24580,,734
8/3/2020,Andaman and Nicobar Islands,25034,,830
8/4/2020,Andaman and Nicobar Islands,25492,,928
8/5/2020,Andaman and Nicobar Islands,25826,,1027
8/6/2020,Andaman and Nicobar Islands,26516,,1123
8/7/2020,Andaman and Nicobar Islands,26915,,1222
8/8/2020,Andaman and Nicobar Islands,27073,,1351
8/9/2020,Andaman and Nicobar Islands,27103,,1490
8/10/2020,Andaman and Nicobar Islands,27346,,1625
8/11/2020,Andaman and Nicobar Islands,27455,,1764
8/12/2020,Andaman and Nicobar Islands,27744,,1900
8/13/2020,Andaman and Nicobar Islands,27973,,2037
8/14/2020,Andaman and Nicobar Islands,28129,,2186
8/15/2020,Andaman and Nicobar Islands,28209,,2306
8/16/2020,Andaman and Nicobar Islands,28229,,2399
8/17/2020,Andaman and Nicobar Islands,28672,,2445
8/18/2020,Andaman and Nicobar Islands,28937,,2529
8/19/2020,Andaman and Nicobar Islands,29303,,2604
8/20/2020,Andaman and Nicobar Islands,29487,,2680
8/21/2020,Andaman and Nicobar Islands,29573,,2747
8/22/2020,Andaman and Nicobar Islands,29888,,2808
8/23/2020,Andaman and Nicobar Islands,30278,,2860
8/24/2020,Andaman and Nicobar Islands,30513,,2904
8/25/2020,Andaman and Nicobar Islands,31082,,2945
8/26/2020,Andaman and Nicobar Islands,31646,,2985
8/27/2020,Andaman and Nicobar Islands,31830,,3018
8/28/2020,Andaman and Nicobar Islands,32100,,3050
4/2/2020,Andhra Pradesh,1800,1175,132
4/10/2020,Andhra Pradesh,6374,6009,365
4/11/2020,Andhra Pradesh,6958,6577,381
4/12/2020,Andhra Pradesh,6958,6553,405
4/13/2020,Andhra Pradesh,8755,8323,432
4/14/2020,Andhra Pradesh,10505,10032,473
4/15/2020,Andhra Pradesh,11613,11088,525
4/16/2020,Andhra Pradesh,20235,19701,534
4/17/2020,Andhra Pradesh,20235,,572
4/18/2020,Andhra Pradesh,21450,20487,603
4/19/2020,Andhra Pradesh,26958,26311,647
4/20/2020,Andhra Pradesh,30733,30011,722
4/21/2020,Andhra Pradesh,35755,34998,757
4/22/2020,Andhra Pradesh,41512,40699,813
4/23/2020,Andhra Pradesh,48032,47139,893
4/24/2020,Andhra Pradesh,54338,53383,955
4/25/2020,Andhra Pradesh,61266,60250,1016
4/26/2020,Andhra Pradesh,68034,66937,1097
4/27/2020,Andhra Pradesh,74551,73374,1177
4/28/2020,Andhra Pradesh,80334,79075,1259
4/29/2020,Andhra Pradesh,88061,86729,1332
4/30/2020,Andhra Pradesh,94558,93155,1403
5/1/2020,Andhra Pradesh,102460,100997,1463
5/2/2020,Andhra Pradesh,108403,106878,1525
5/3/2020,Andhra Pradesh,114937,113354,1583
5/4/2020,Andhra Pradesh,125229,123579,1650
5/5/2020,Andhra Pradesh,133492,131775,1717
5/6/2020,Andhra Pradesh,141274,139497,1777
5/7/2020,Andhra Pradesh,149361,147528,1833
5/8/2020,Andhra Pradesh,156681,154794,1887
5/9/2020,Andhra Pradesh,165069,163139,1930
5/10/2020,Andhra Pradesh,173735,171755,1980
5/11/2020,Andhra Pradesh,181144,179126,2018
5/12/2020,Andhra Pradesh,191874,189823,2051
5/13/2020,Andhra Pradesh,201196,199059,2137
5/14/2020,Andhra Pradesh,210452,208247,2100
5/15/2020,Andhra Pradesh,219490,217183,2157
5/17/2020,Andhra Pradesh,238998,236618,2230
5/18/2020,Andhra Pradesh,248771,246279,2282
5/19/2020,Andhra Pradesh,258450,255961,2339
5/20/2020,Andhra Pradesh,267612,265052,2407
5/21/2020,Andhra Pradesh,275704,273099,2452
5/22/2020,Andhra Pradesh,284119,281452,2514
5/23/2020,Andhra Pradesh,292969,290255,2561
5/24/2020,Andhra Pradesh,304326,301529,2627
5/25/2020,Andhra Pradesh,314566,311680,2671
5/26/2020,Andhra Pradesh,322714,319731,2719
5/27/2020,Andhra Pradesh,332378,329261,2787
5/28/2020,Andhra Pradesh,342236,338991,2841
5/29/2020,Andhra Pradesh,353874,350544,2874
5/30/2020,Andhra Pradesh,363378,359917,2944
5/31/2020,Andhra Pradesh,372748,369177,3045
6/1/2020,Andhra Pradesh,383315,379639,3118
6/2/2020,Andhra Pradesh,395681,391890,3200
6/3/2020,Andhra Pradesh,403747,399776,3279
6/4/2020,Andhra Pradesh,413733,409621,3377
6/5/2020,Andhra Pradesh,423564,419314,3427
6/6/2020,Andhra Pradesh,436335,431875,3588
6/7/2020,Andhra Pradesh,454030,449371,3718
6/8/2020,Andhra Pradesh,468276,463463,3843
6/9/2020,Andhra Pradesh,483361,478332,3990
6/10/2020,Andhra Pradesh,498716,493469,4126
6/11/2020,Andhra Pradesh,510318,504889,4261
6/12/2020,Andhra Pradesh,522093,516457,4402
6/13/2020,Andhra Pradesh,536570,530712,4588
6/14/2020,Andhra Pradesh,552202,546050,4841
6/15/2020,Andhra Pradesh,567375,560919,5087
6/16/2020,Andhra Pradesh,583286,576566,5280
6/17/2020,Andhra Pradesh,598474,591403,5555
6/18/2020,Andhra Pradesh,612397,604901,5854
6/19/2020,Andhra Pradesh,630006,622045,7961
6/20/2020,Andhra Pradesh,652377,643925,8452
6/21/2020,Andhra Pradesh,676828,667899,8929
6/22/2020,Andhra Pradesh,693548,684176,9372
6/23/2020,Andhra Pradesh,714187,704353,9834
6/24/2020,Andhra Pradesh,750234,739903,10331
6/25/2020,Andhra Pradesh,769319,758435,10884
6/26/2020,Andhra Pradesh,791624,780135,11489
6/27/2020,Andhra Pradesh,816082,803797,12285
6/28/2020,Andhra Pradesh,841860,828762,13098
6/29/2020,Andhra Pradesh,872076,858185,13891
6/30/2020,Andhra Pradesh,890190,875595,14595
7/1/2020,Andhra Pradesh,918429,903177,15252
7/2/2020,Andhra Pradesh,932713,916616,16097
7/3/2020,Andhra Pradesh,971611,954677,16934
7/4/2020,Andhra Pradesh,996573,978874,17699
7/5/2020,Andhra Pradesh,1017140,998443,18697
7/6/2020,Andhra Pradesh,1033852,1013833,20019
7/7/2020,Andhra Pradesh,1050090,1028897,21197
7/8/2020,Andhra Pradesh,1077733,1055474,22259
7/9/2020,Andhra Pradesh,1094615,1070801,23814
7/10/2020,Andhra Pradesh,1115635,1090213,25422
7/11/2020,Andhra Pradesh,1136225,1108990,27235
7/12/2020,Andhra Pradesh,1153849,1124681,29168
7/13/2020,Andhra Pradesh,1173096,1141993,31103
7/14/2020,Andhra Pradesh,1195766,1162747,33019
7/15/2020,Andhra Pradesh,1217963,1182512,35451
7/16/2020,Andhra Pradesh,1240267,1202223,38044
7/17/2020,Andhra Pradesh,1260512,1219866,40646
7/18/2020,Andhra Pradesh,1284384,1239775,44609
7/19/2020,Andhra Pradesh,1315532,1265882,49650
7/20/2020,Andhra Pradesh,1349112,1295388,53724
7/21/2020,Andhra Pradesh,1386274,1327606,58668
7/22/2020,Andhra Pradesh,1435827,1371114,64713
7/23/2020,Andhra Pradesh,1493879,1421168,72711
7/24/2020,Andhra Pradesh,1541993,1461135,80858
7/25/2020,Andhra Pradesh,1595674,1507003,88671
7/26/2020,Andhra Pradesh,1643319,1547021,96298
7/27/2020,Andhra Pradesh,1686446,1584097,102349
7/28/2020,Andhra Pradesh,1749425,1639128,110297
7/29/2020,Andhra Pradesh,1820009,1699619,120390
7/30/2020,Andhra Pradesh,1890077,1759520,130557
7/31/2020,Andhra Pradesh,1951776,1810843,140933
8/1/2020,Andhra Pradesh,2012573,1862364,150209
8/2/2020,Andhra Pradesh,2065407,1906643,158764
8/3/2020,Andhra Pradesh,2110923,1944337,166586
8/4/2020,Andhra Pradesh,2175070,1998737,176333
8/5/2020,Andhra Pradesh,2235646,2049185,186461
8/6/2020,Andhra Pradesh,2299332,2102543,196789
8/7/2020,Andhra Pradesh,2362270,2155310,206960
8/8/2020,Andhra Pradesh,2424393,2207353,217040
8/9/2020,Andhra Pradesh,2487305,2259445,227860
8/10/2020,Andhra Pradesh,2534304,2298779,235525
8/11/2020,Andhra Pradesh,2592619,2348070,
8/12/2020,Andhra Pradesh,2649767,2395621,
8/13/2020,Andhra Pradesh,2705459,2441317,
8/14/2020,Andhra Pradesh,2758485,2485400,
8/15/2020,Andhra Pradesh,2812197,2530380,
8/16/2020,Andhra Pradesh,2860943,2571114,
8/17/2020,Andhra Pradesh,2905521,2608912,
8/18/2020,Andhra Pradesh,2961611,2658245,
8/19/2020,Andhra Pradesh,3019296,2703293,
8/20/2020,Andhra Pradesh,3074847,2749451,
8/21/2020,Andhra Pradesh,3129857,2794917,
8/22/2020,Andhra Pradesh,3191326,2846110,
8/23/2020,Andhra Pradesh,3238038,2884927,
8/24/2020,Andhra Pradesh,3292501,2930789,
8/25/2020,Andhra Pradesh,3356852,2985213,
8/26/2020,Andhra Pradesh,3418690,3036221,
8/27/2020,Andhra Pradesh,3479990,3086900,
8/28/2020,Andhra Pradesh,3541321,3137705,
8/29/2020,Andhra Pradesh,3603345,3189181,
8/30/2020,Andhra Pradesh,3666422,3241655,
4/9/2020,Arunachal Pradesh,206,185,1
4/14/2020,Arunachal Pradesh,280,250,1
4/17/2020,Arunachal Pradesh,363,338,1
4/18/2020,Arunachal Pradesh,389,358,1
4/20/2020,Arunachal Pradesh,439,405,1
4/21/2020,Arunachal Pradesh,454,433,1
4/22/2020,Arunachal Pradesh,496,441,2
4/24/2020,Arunachal Pradesh,526,508,2
4/26/2020,Arunachal Pradesh,568,529,2
4/27/2020,Arunachal Pradesh,584,566,2
4/28/2020,Arunachal Pradesh,610,581,2
4/29/2020,Arunachal Pradesh,662,595,2
4/30/2020,Arunachal Pradesh,694,656,2
5/1/2020,Arunachal Pradesh,724,692,2
5/3/2020,Arunachal Pradesh,810,761,2
5/4/2020,Arunachal Pradesh,869,762,2
5/5/2020,Arunachal Pradesh,970,814,2
5/6/2020,Arunachal Pradesh,1039,857,2
5/7/2020,Arunachal Pradesh,1144,952,2
5/8/2020,Arunachal Pradesh,1354,1015,2
5/9/2020,Arunachal Pradesh,1597,1266,2
5/10/2020,Arunachal Pradesh,1823,1363,2
5/11/2020,Arunachal Pradesh,2078,1538,2
5/12/2020,Arunachal Pradesh,2257,1798,2
5/13/2020,Arunachal Pradesh,2483,1902,2
5/14/2020,Arunachal Pradesh,2677,2233,2
5/15/2020,Arunachal Pradesh,2942,2546,2
5/16/2020,Arunachal Pradesh,3163,2861,2
5/17/2020,Arunachal Pradesh,3349,2966,2
5/18/2020,Arunachal Pradesh,3662,3166,2
5/19/2020,Arunachal Pradesh,3941,3392,2
5/20/2020,Arunachal Pradesh,4157,3710,2
5/21/2020,Arunachal Pradesh,4438,3963,2
5/22/2020,Arunachal Pradesh,4844,4211,2
5/23/2020,Arunachal Pradesh,5206,4340,2
5/24/2020,Arunachal Pradesh,5428,4552,2
5/25/2020,Arunachal Pradesh,5997,4941,2
5/26/2020,Arunachal Pradesh,6319,5083,2
5/27/2020,Arunachal Pradesh,6436,5405,2
5/28/2020,Arunachal Pradesh,6984,5677,3
5/29/2020,Arunachal Pradesh,7488,6268,3
5/30/2020,Arunachal Pradesh,8017,6675,4
5/31/2020,Arunachal Pradesh,8283,7012,4
6/1/2020,Arunachal Pradesh,8768,7528,22
6/2/2020,Arunachal Pradesh,9079,7806,28
6/3/2020,Arunachal Pradesh,9551,7927,38
6/4/2020,Arunachal Pradesh,10025,8552,43
6/5/2020,Arunachal Pradesh,10790,8877,46
6/6/2020,Arunachal Pradesh,11261,9350,49
6/7/2020,Arunachal Pradesh,11516,9921,51
6/8/2020,Arunachal Pradesh,12012,10376,57
6/9/2020,Arunachal Pradesh,12455,10642,57
6/10/2020,Arunachal Pradesh,13035,11420,61
6/11/2020,Arunachal Pradesh,13479,11754,67
6/12/2020,Arunachal Pradesh,14047,12119,87
6/13/2020,Arunachal Pradesh,14518,12817,88
6/15/2020,Arunachal Pradesh,15453,13610,95
6/16/2020,Arunachal Pradesh,16158,14339,99
6/17/2020,Arunachal Pradesh,16630,14698,103
6/18/2020,Arunachal Pradesh,16630,14698,103
6/19/2020,Arunachal Pradesh,18008,14698,135
6/20/2020,Arunachal Pradesh,18521,16827,135
6/21/2020,Arunachal Pradesh,19154,17100,139
6/22/2020,Arunachal Pradesh,19799,18123,148
6/23/2020,Arunachal Pradesh,20398,18571,158
6/24/2020,Arunachal Pradesh,20938,18979,160
6/25/2020,Arunachal Pradesh,21274,19298,172
6/26/2020,Arunachal Pradesh,21890,19877,174
6/27/2020,Arunachal Pradesh,22623,20209,177
6/28/2020,Arunachal Pradesh,23011,20673,182
6/29/2020,Arunachal Pradesh,23709,21408,187
6/30/2020,Arunachal Pradesh,24237,21766,191
7/1/2020,Arunachal Pradesh,24856,22443,195
7/2/2020,Arunachal Pradesh,25440,23025,232
7/3/2020,Arunachal Pradesh,25917,23486,252
7/4/2020,Arunachal Pradesh,26569,24025,259
7/5/2020,Arunachal Pradesh,26808,24466,269
7/6/2020,Arunachal Pradesh,27645,24900,270
7/7/2020,Arunachal Pradesh,28072,25649,276
7/8/2020,Arunachal Pradesh,28581,25996,287
7/9/2020,Arunachal Pradesh,29232,26707,302
7/10/2020,Arunachal Pradesh,29834,28023,335
7/11/2020,Arunachal Pradesh,30922,28711,341
7/12/2020,Arunachal Pradesh,31520,29296,359
7/13/2020,Arunachal Pradesh,32691,30725,387
7/14/2020,Arunachal Pradesh,33807,31688,462
7/15/2020,Arunachal Pradesh,34619,32450,491
7/16/2020,Arunachal Pradesh,35430,33222,543
7/17/2020,Arunachal Pradesh,36426,34040,609
7/18/2020,Arunachal Pradesh,38042,35471,650
7/19/2020,Arunachal Pradesh,39288,37032,740
7/20/2020,Arunachal Pradesh,40477,37752,790
7/21/2020,Arunachal Pradesh,41772,39116,858
7/22/2020,Arunachal Pradesh,44986,42369,949
7/23/2020,Arunachal Pradesh,48880,46332,991
7/24/2020,Arunachal Pradesh,53335,51033,1056
7/25/2020,Arunachal Pradesh,57861,55574,1126
7/26/2020,Arunachal Pradesh,59558,57541,1158
7/27/2020,Arunachal Pradesh,63784,61629,1239
7/28/2020,Arunachal Pradesh,68034,65962,1330
7/29/2020,Arunachal Pradesh,72739,70551,1410
7/30/2020,Arunachal Pradesh,77630,75572,1484
7/31/2020,Arunachal Pradesh,81865,77637,1591
8/1/2020,Arunachal Pradesh,86288,81988,1673
8/2/2020,Arunachal Pradesh,89031,84700,1698
8/3/2020,Arunachal Pradesh,91227,86828,1758
8/4/2020,Arunachal Pradesh,93365,91127,1790
8/5/2020,Arunachal Pradesh,95983,91164,1855
8/6/2020,Arunachal Pradesh,98733,93684,1948
8/7/2020,Arunachal Pradesh,101947,96758,2049
8/8/2020,Arunachal Pradesh,104833,99460,2117
8/9/2020,Arunachal Pradesh,106792,101265,2155
8/10/2020,Arunachal Pradesh,109863,104171,2231
8/11/2020,Arunachal Pradesh,112689,106807,2327
8/12/2020,Arunachal Pradesh,115758,109794,
8/13/2020,Arunachal Pradesh,118882,112767,
8/14/2020,Arunachal Pradesh,121371,115112,2607
8/15/2020,Arunachal Pradesh,122854,116538,2658
8/16/2020,Arunachal Pradesh,124786,118381,
8/17/2020,Arunachal Pradesh,127286,120729,
8/18/2020,Arunachal Pradesh,130246,123408,
8/19/2020,Arunachal Pradesh,133048,126085,
8/20/2020,Arunachal Pradesh,136092,128762,
8/21/2020,Arunachal Pradesh,138913,131556,
8/22/2020,Arunachal Pradesh,141655,134121,
8/23/2020,Arunachal Pradesh,143626,135812,
8/24/2020,Arunachal Pradesh,146012,138059,
8/25/2020,Arunachal Pradesh,149273,141127,
8/26/2020,Arunachal Pradesh,152852,144556,
8/27/2020,Arunachal Pradesh,155750,147281,
8/28/2020,Arunachal Pradesh,158993,150209,
8/29/2020,Arunachal Pradesh,161525,152666,
8/30/2020,Arunachal Pradesh,164524,155425,
4/2/2020,Assam,962,819,16
4/10/2020,Assam,2863,2685,29
4/11/2020,Assam,3011,2842,29
4/12/2020,Assam,3138,2973,29
4/14/2020,Assam,3491,3267,31
4/15/2020,Assam,3613,3492,32
4/16/2020,Assam,4108,3803,34
4/17/2020,Assam,4236,4024,34
4/18/2020,Assam,4400,4199,34
4/19/2020,Assam,4865,4584,34
4/20/2020,Assam,5112,4937,34
4/21/2020,Assam,5514,5245,34
4/24/2020,Assam,6680,6391,35
4/25/2020,Assam,7159,6781,35
4/26/2020,Assam,7823,7474,35
4/27/2020,Assam,8117,7985,35
4/29/2020,Assam,9520,8771,37
5/2/2020,Assam,11623,10499,42
5/4/2020,Assam,12775,11764,42
5/5/2020,Assam,13442,12533,43
5/9/2020,Assam,16167,15076,59
5/10/2020,Assam,18002,16236,62
5/11/2020,Assam,19589,17813,64
5/12/2020,Assam,21791,19211,64
5/14/2020,Assam,25824,23178,86
5/15/2020,Assam,28178,25431,86
5/16/2020,Assam,31276,28332,91
5/17/2020,Assam,34376,32035,97
5/18/2020,Assam,37898,35159,106
5/19/2020,Assam,41116,38138,141
5/20/2020,Assam,47084,42729,170
5/21/2020,Assam,51730,46442,203
5/22/2020,Assam,55791,50450,259
5/23/2020,Assam,60405,54185,329
5/24/2020,Assam,66444,58972,378
5/25/2020,Assam,70029,62244,526
5/26/2020,Assam,72654,66562,616
5/29/2020,Assam,92390,84933,1024
5/30/2020,Assam,101257,91248,1185
5/31/2020,Assam,109097,101006,1272
6/2/2020,Assam,120375,111229,1513
6/3/2020,Assam,126726,117650,1672
6/4/2020,Assam,133029,122618,1988
6/6/2020,Assam,146605,136154,2397
6/7/2020,Assam,153326,142192,2565
6/9/2020,Assam,169842,159760,2937
6/11/2020,Assam,181108,171070,3319
6/12/2020,Assam,188090,177989,3498
6/15/2020,Assam,217088,,4158
6/16/2020,Assam,227109,,4319
6/17/2020,Assam,235214,,4605
6/18/2020,Assam,246590,,4861
6/19/2020,Assam,258797,,4904
6/20/2020,Assam,273047,,5006
6/21/2020,Assam,288306,,5388
6/22/2020,Assam,301557,,5586
6/23/2020,Assam,323258,,5853
6/24/2020,Assam,336091,,6282
6/25/2020,Assam,351753,,6646
6/26/2020,Assam,362713,,6646
6/27/2020,Assam,374519,,6919
6/28/2020,Assam,385299,,7165
6/29/2020,Assam,399393,,7492
6/30/2020,Assam,412214,,7835
7/1/2020,Assam,419878,,8547
7/2/2020,Assam,428866,,8955
7/3/2020,Assam,438882,,9434
7/4/2020,Assam,449629,,9799
7/5/2020,Assam,459143,,11001
7/6/2020,Assam,471221,,11736
7/7/2020,Assam,485156,,12522
7/9/2020,Assam,508973,,14032
7/10/2020,Assam,525485,,14600
7/11/2020,Assam,537831,,15536
7/12/2020,Assam,552376,,16071
7/13/2020,Assam,563482,,16806
7/14/2020,Assam,575867,,17807
7/15/2020,Assam,589202,,18666
7/16/2020,Assam,601385,,19754
7/17/2020,Assam,614743,,20646
7/18/2020,Assam,632372,,21864
7/19/2020,Assam,651179,,22981
7/20/2020,Assam,671191,,23999
7/21/2020,Assam,689343,,25092
7/22/2020,Assam,703374,,27744
7/23/2020,Assam,723287,,28791
7/24/2020,Assam,739465,,29921
7/25/2020,Assam,753939,,31086
7/26/2020,Assam,774484,,32228
7/27/2020,Assam,796226,,33576
7/28/2020,Assam,802674,,34947
7/29/2020,Assam,838043,,36295
7/30/2020,Assam,879071,,38407
7/31/2020,Assam,917395,,40269
8/1/2020,Assam,944556,,41726
8/2/2020,Assam,964499,,42904
8/3/2020,Assam,1006457,,45275
8/4/2020,Assam,1065521,,48161
8/5/2020,Assam,1124683,,50445
8/6/2020,Assam,1180336,,52817
8/7/2020,Assam,1238867,,55496
8/8/2020,Assam,1293712,,57714
8/9/2020,Assam,1318204,,58837
8/10/2020,Assam,1378629,,61737
8/11/2020,Assam,1430691,,64406
8/12/2020,Assam,1573800,,68999
8/13/2020,Assam,1635118,,71795
8/14/2020,Assam,1684721,,74501
8/15/2020,Assam,1705526,,
8/16/2020,Assam,1725893,,76875
8/17/2020,Assam,1775403,,79667
8/18/2020,Assam,1819819,,82201
8/19/2020,Assam,1860208,,84317
8/20/2020,Assam,1894584,,86052
8/21/2020,Assam,1930764,,87908
8/22/2020,Assam,1953804,,
8/23/2020,Assam,1972239,,
8/24/2020,Assam,2000909,,
8/25/2020,Assam,2035216,,
8/26/2020,Assam,2071441,,
8/27/2020,Assam,2106836,,
8/28/2020,Assam,2146938,,
8/29/2020,Assam,2183777,,
8/30/2020,Assam,2217879,,
4/5/2020,Bihar,3037,2299,32
4/8/2020,Bihar,4596,,38
4/9/2020,Bihar,4991,,43
4/10/2020,Bihar,5457,,60
4/11/2020,Bihar,6250,,61
4/12/2020,Bihar,6703,,64
4/13/2020,Bihar,7263,,65
4/14/2020,Bihar,7727,,62
4/15/2020,Bihar,8263,,66
4/16/2020,Bihar,8846,,72
4/17/2020,Bihar,9486,,83
4/18/2020,Bihar,10130,,85
4/19/2020,Bihar,10745,,92
4/20/2020,Bihar,11319,,96
4/21/2020,Bihar,11999,,115
4/22/2020,Bihar,12978,,136
4/23/2020,Bihar,13785,,148
4/24/2020,Bihar,14924,,176
4/25/2020,Bihar,15885,,238
4/26/2020,Bihar,17041,,255
4/27/2020,Bihar,18179,,328
4/28/2020,Bihar,19790,,346
4/29/2020,Bihar,21180,,383
4/30/2020,Bihar,22672,,409
5/1/2020,Bihar,24118,,466
5/2/2020,Bihar,25724,,476
5/3/2020,Bihar,26951,,485
5/4/2020,Bihar,28345,,525
5/5/2020,Bihar,28791,,529
5/6/2020,Bihar,29328,,539
5/7/2020,Bihar,29841,,547
5/8/2020,Bihar,30320,,564
5/9/2020,Bihar,31552,,585
5/10/2020,Bihar,32670,,653
5/11/2020,Bihar,34662,,714
5/12/2020,Bihar,37430,,796
5/13/2020,Bihar,39149,,909
5/14/2020,Bihar,40782,,970
5/15/2020,Bihar,42645,,1010
5/16/2020,Bihar,44340,,1083
5/17/2020,Bihar,45729,,1193
5/18/2020,Bihar,46996,,1391
5/19/2020,Bihar,50563,,1495
5/20/2020,Bihar,53361,,1607
5/21/2020,Bihar,55692,,1881
5/22/2020,Bihar,58481,,2098
5/23/2020,Bihar,61220,,2344
5/24/2020,Bihar,63741,,2507
5/27/2020,Bihar,68262,,3010
5/28/2020,Bihar,70275,,3106
5/29/2020,Bihar,72256,,3276
5/30/2020,Bihar,73929,,3511
5/31/2020,Bihar,75737,,3692
6/1/2020,Bihar,78090,,3872
6/2/2020,Bihar,81413,,4049
6/3/2020,Bihar,84729,,4273
6/4/2020,Bihar,88313,,4420
6/5/2020,Bihar,91903,,4551
6/6/2020,Bihar,95473,,4745
6/7/2020,Bihar,99108,,4972
6/8/2020,Bihar,102318,,5176
6/9/2020,Bihar,105588,,5364
6/10/2020,Bihar,109483,,5583
6/11/2020,Bihar,113225,,5807
6/12/2020,Bihar,116671,,6043
6/13/2020,Bihar,120086,,6183
6/14/2020,Bihar,123629,,6355
6/15/2020,Bihar,127126,,6581
6/16/2020,Bihar,130783,,6736
6/17/2020,Bihar,134402,,6889
6/18/2020,Bihar,139584,,6993
6/19/2020,Bihar,145562,,7178
6/20/2020,Bihar,151148,,7380
6/21/2020,Bihar,156926,,7602
6/22/2020,Bihar,163476,,7808
6/23/2020,Bihar,169401,,7974
6/24/2020,Bihar,175103,,8180
6/25/2020,Bihar,181737,,8381
6/26/2020,Bihar,189643,,8611
6/27/2020,Bihar,198385,,8859
6/28/2020,Bihar,205832,,9117
6/29/2020,Bihar,212659,,9506
6/30/2020,Bihar,220890,,9744
7/1/2020,Bihar,228689,,10075
